longitude,latitude,year,county,url,siteID
-079.7921,0039.5822,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.7921_Y0039.5822.png,50cd0412-d91a-539d-ab30-87b55e3d941a
-079.5402,0039.6753,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.5402_Y0039.6753.png,fd93bdf6-6a34-5af4-99de-307851454961
-079.7953,0039.4385,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.7953_Y0039.4385.png,99fcfad0-c710-58dc-8acb-f9e2dad88da1
-079.6232,0039.5207,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.6232_Y0039.5207.png,c1ed75b6-5097-54ae-aab0-40787cd80b78
-079.6139,0039.5441,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.6139_Y0039.5441.png,d3666200-cf1b-5977-a9e9-5e9a9cc5cb64
-079.6257,0039.6243,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.6257_Y0039.6243.png,b6168350-c881-5882-accc-a40a0e6110fa
-079.6034,0039.3479,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.6034_Y0039.3479.png,339abbcd-0c7e-5d52-9cae-5e2f34b1bc2d
-079.5873,0039.3729,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.5873_Y0039.3729.png,6fb5b049-32d1-5986-9c27-8f721e10baa3
-079.6140,0039.3474,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.6140_Y0039.3474.png,e8818f86-90d5-5d7a-a200-7aa2d0e120ed
-079.6451,0039.5595,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.6451_Y0039.5595.png,23d131bc-cce4-58e3-a1ea-10e80b77bd6c
-079.5806,0039.4084,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.5806_Y0039.4084.png,28137e90-7839-5d6b-835a-0234e48fb84c
-079.5889,0039.3770,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.5889_Y0039.3770.png,f442e59d-f13e-5296-b443-94a094b0d850
-079.5942,0039.3645,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.5942_Y0039.3645.png,27ca81bd-2108-5244-8901-51e62bb61c2c
-079.8101,0039.5600,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.8101_Y0039.5600.png,fba87cc5-753b-59a9-9c99-0837dcb7db6d
-079.8172,0039.5222,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.8172_Y0039.5222.png,0e51b912-4d3b-55b3-b249-8c1cc3d0f860
-079.5572,0039.7189,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.5572_Y0039.7189.png,1a4827ae-5182-54d8-8562-d7762f232d70
-079.6175,0039.5112,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.6175_Y0039.5112.png,54847f20-c6bf-5e5d-a6d4-fd68f1e1f009
-079.7620,0039.3716,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.7620_Y0039.3716.png,a47fe2e7-7d4d-5d8c-a1ce-5b885f87213e
-079.6187,0039.6324,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.6187_Y0039.6324.png,ef559c54-af98-5b19-bc4c-a504f2ef8028
-079.5100,0039.6972,2011,Preston,https://s3.amazonaws.com/FrackFinder/CricketFrog/Preston/2011/2011_X-079.5100_Y0039.6972.png,ed7a0683-73f5-5b23-bf8d-10934699219a
